sample	pop	spp	region	contgroup	country
Debug033_aegypti_Los_Angeles_US_U_18	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_19	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_1	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_20	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_2	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_3	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_4	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_5	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_6	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_7	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_8	LosAngeles	AAA	North America	Americas	USA
Debug033_aegypti_Los_Angeles_US_U_9	LosAngeles	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_F_10	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_F_11	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_F_12	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_F_17	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_F_18	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_F_19	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_F_1	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_F_5	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_F_7	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_F_9	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_M_14	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_M_15	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_M_16	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_M_20	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_M_2	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_M_3	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_M_4	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_M_6	Coachella	AAA	North America	Americas	USA
Debug032_aegypti_Coachella_USA_M_8	Coachella	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_10	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_11	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_12	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_13	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_14	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_15	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_16	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_17	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_18	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_19	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_1	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_3	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_4	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_5	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_6	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_7	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_8	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Las_Cruces_US_U_9	LasCruces	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_10	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_11	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_12	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_13	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_14	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_15	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_16	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_18	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_19	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_1	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_20	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_2	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_3	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_4	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_5	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_6	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_7	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_8	Roswell	AAA	North America	Americas	USA
Debug031_aegypti_Roswell_US_U_9	Roswell	AAA	North America	Americas	USA
Debug025_aegypti_Passo_Fundo_Brazil_M_10	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_11	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_12	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_13	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_14	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_15	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_1	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_2	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_3	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_4	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_5	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_6	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_7	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_8	PassoFundo	AAA	South America	Americas	Brazil
Debug025_aegypti_Passo_Fundo_Brazil_M_9	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_16	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_17	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_19	PassoFundo	AAA	South America	Americas	Brazil
Debug026_aegypti_Passo_Fundo_Brazil_M_20	PassoFundo	AAA	South America	Americas	Brazil
Debug016_aegypti_Cali_Colombia_U_10	Cali	AAA	South America	Americas	Colombia
Debug016_aegypti_Cali_Colombia_U_11	Cali	AAA	South America	Americas	Colombia
Debug016_aegypti_Cali_Colombia_U_12	Cali	AAA	South America	Americas	Colombia
Debug016_aegypti_Cali_Colombia_U_5	Cali	AAA	South America	Americas	Colombia
Debug016_aegypti_Cali_Colombia_U_8	Cali	AAA	South America	Americas	Colombia
Debug016_aegypti_Cali_Colombia_U_9	Cali	AAA	South America	Americas	Colombia
Debug05-10162017-aegy-Paqueta-Brazil-10	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-11	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-12	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-13	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-14	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-15	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-18	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-19	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-24	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-2	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-3	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-4	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-6	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-7	Paqueta	AAA	South America	Americas	Brazil
Debug05-10162017-aegy-Paqueta-Brazil-8	Paqueta	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_10	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_11	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_12	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_13	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_14	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_16	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_17	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_18	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_19	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_1	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_20	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_4	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_5	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_7	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_8	Jacobina	AAA	South America	Americas	Brazil
Debug015_aegypti_Jacobina_Brazil_L_9	Jacobina	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_10	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_11	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_13	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_14	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_15	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_16	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_17	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_18	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_19	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_1	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_20	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_2	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_3	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_4	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_5	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_7	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_8	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Sao_Luiz_Brazil_M_9	SaoLuiz	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_10	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_11	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_12	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_13	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_14	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_15	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_16	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_18	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_19	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_1	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_20	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_2	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_3	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_4	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_5	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_6	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_7	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_8	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Palmas_Brazil_M_9	Palmas	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_10	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_11	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_12	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_13	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_14	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_15	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_16	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_17	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_18	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_19	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_1	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_20	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_2	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_3	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_4	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_5	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_6	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_7	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_8	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Cuiaba_Brazil_M_9	Cuiaba	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_10	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_11	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_12	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_13	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_14	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_15	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_16	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_17	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_18	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_19	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_1	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_2	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_3	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_4	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_5	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_6	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_7	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_8	Manaus	AAA	South America	Americas	Brazil
Debug025_aegypti_Manaus_Brazil_M_9	Manaus	AAA	South America	Americas	Brazil
Amacuzac_Mexico-_12	Amacuzac	AAA	South America	Americas	Mexico
Amacuzac_Mexico-_15	Amacuzac	AAA	South America	Americas	Mexico
Amacuzac_Mexico-_21	Amacuzac	AAA	South America	Americas	Mexico
Amacuzac_Mexico-_2	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-10	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-11	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-16	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-17	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-18	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-20	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-24	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-3	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-4	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-5	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-6	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-7	Amacuzac	AAA	South America	Americas	Mexico
Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-8	Amacuzac	AAA	South America	Americas	Mexico
Debug026_aegypti_Lagarto_Brazil_M_10	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_11	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_12	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_13	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_14	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_15	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_16	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_17	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_18	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_19	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_1	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_20	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_2	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_3	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_4	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_5	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_6	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_7	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_8	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Lagarto_Brazil_M_9	Lagarto	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_11	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_12	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_13	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_14	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_15	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_16	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_17	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_18	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_19	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_1	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_20	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_2	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_3	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_4	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_5	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_6	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_7	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_8	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Porto_Velho_Brazil_M_9	PortoVelho	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_10	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_11	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_12	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_13	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_15	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_16	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_17	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_18	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_19	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_1	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_20	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_2	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_3	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_4	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_6	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_7	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_8	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Maringa_Brazil_M_9	Maringa	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_10	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_11	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_12	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_13	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_14	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_15	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_16	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_17	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_18	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_19	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_1	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_20	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_2	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_4	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_5	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_7	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_8	PatosdeMinas	AAA	South America	Americas	Brazil
Debug026_aegypti_Patos_de_Minas_Brazil_M_9	PatosdeMinas	AAA	South America	Americas	Brazil
Debug021_aegypti_St_Croix_USVI_F_10	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_F_1	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_F_2	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_F_3	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_St_Croix_USVI_F_4	Croix	AAA	Caribean	Americas	USVirginIslands
